latitude,longitude,Artwork ID
40.77908073,-73.96364582,80912
40.78022446,-73.96248274,80919
40.77896902,-73.96376528,80976
40.778287,-73.96400788,81181
40.77831694,-73.96415287,81357
40.78013934,-73.96221329,81607
40.77868306,-73.96425737,81609
40.77863615,-73.96393181,81610
40.77801646,-73.96343825,81739
40.78035914,-73.96255511,81745
40.778919,-73.96357526,81746
40.77919358,-73.96396147,81922
40.77887027,-73.96399308,81986
40.77897379,-73.96427345,95062
40.7806873,-73.96314118,100597
40.77849484,-73.9636375,100598
40.780548,-73.96304242,5728
40.77864141,-73.96481858,34889
40.77862993,-73.96464494,38102
40.77906999,-73.96373804,38105
40.77923331,-73.9639066,49564
40.78036561,-73.96241429,49587
40.78004573,-73.96275252,59532
40.78016702,-73.96338576,59581
40.77855628,-73.96403595,60276
40.77870622,-73.96420551,60321
40.77867329,-73.96442117,61461
40.78006411,-73.9633201,61463
40.78057022,-73.96312897,61464
40.78063646,-73.962993,61465
40.77983358,-73.96345421,61466
40.77989615,-73.96260802,62033
40.78019174,-73.96241368,62480
40.77816718,-73.96360611,62932
40.78004426,-73.96270997,63838
40.78036796,-73.96217992,64638
40.78008464,-73.96267486,64939
40.78063678,-73.96317898,64955
40.77872376,-73.96426653,75326
40.78031396,-73.96294824,78649
40.78010226,-73.96276649,79025
40.78012517,-73.96208425,79888
40.77857024,-73.9639185,81165
40.77980699,-73.96338522,81344
40.7782245,-73.9634842,81646
40.77950022,-73.9634308,81650
40.78016383,-73.96225306,81653
40.77961174,-73.96321488,81658
40.7787361,-73.96428811,81770
40.77980393,-73.96342501,81973
40.77976789,-73.96310222,84175
40.77843024,-73.96406037,86600
40.78027634,-73.96214022,86601
40.778831,-73.96447685,95418
40.78033107,-73.96248592,95419
40.77856855,-73.9646023,95420
40.78082552,-73.96344004,95421
40.77868066,-73.96455497,95422
40.78048685,-73.96314306,100187
40.78064535,-73.96304328,100188
40.77903448,-73.96422741,100189
40.77851529,-73.96377157,148090
40.77809227,-73.96361866,196738
40.77831897,-73.96371205,77231
40.77839817,-73.96409562,77233
40.78032477,-73.96337305,77235
40.77858223,-73.96456053,77237
40.77972246,-73.96324652,77239
40.77838049,-73.96365414,77241
40.77877428,-73.96473899,77243
40.78048705,-73.96268959,77245
40.77875599,-73.96409299,77247
40.78030338,-73.96184586,77249
40.77900997,-73.96412124,77251
40.78009855,-73.96315767,77253
40.77880879,-73.96470274,77255
40.77991504,-73.96276574,77257
40.77871394,-73.9640839,77267
40.77892317,-73.96374734,77285
40.78014234,-73.96341531,77287
40.78046733,-73.96261302,77295
40.78025773,-73.96332596,77302
40.77926554,-73.9635642,77311
40.77880606,-73.96431177,77313
40.77884866,-73.96390027,77328
40.78046591,-73.96303092,77330
40.77842099,-73.96363152,77332
40.77855942,-73.96453931,77334
40.77874931,-73.96491462,77336
40.78023732,-73.96300386,77338
40.77828288,-73.96398152,77340
40.77874986,-73.96425333,77342
40.77839867,-73.96369613,77344
40.77866599,-73.96461163,77346
40.77981254,-73.96304759,77348
40.77870077,-73.96494495,77350
40.77824805,-73.96397341,77352
40.77922469,-73.96378603,77354
40.77994371,-73.96336129,77356
40.78055672,-73.96334418,77358
40.78000689,-73.96251919,77360
40.78008301,-73.96253294,77362
40.77861472,-73.96441569,77365
40.77911122,-73.96404897,77367
40.77968964,-73.96342751,77369
40.7786903,-73.96344296,77371
40.77885758,-73.9634583,77372
40.77889346,-73.96345694,77373
40.7799713,-73.96326337,77374
40.78067462,-73.96313404,77375
40.77906771,-73.96375362,77376
40.77908275,-73.9636234,77377
40.78034058,-73.96288458,77378
40.7800641,-73.96286986,77379
40.77910047,-73.96381345,77380
40.78061979,-73.96295677,77381
40.77993431,-73.96288224,77382
40.77899781,-73.96400729,77383
40.77994971,-73.96249802,3245
40.77889191,-73.96355241,8864
40.7801237,-73.96256192,107
40.78011578,-73.96281827,109
40.77806343,-73.9635163,111
40.77934505,-73.96370192,113
40.77912966,-73.96378,115
40.77859935,-73.96390386,117
40.78017155,-73.96202741,119
40.78002896,-73.96284141,121
40.78023723,-73.96285933,123
40.78030785,-73.96286178,125
40.78007118,-73.9632205,126
40.77995681,-73.96277261,128
40.77897442,-73.96422676,130
40.78020976,-73.96193476,131
40.78053678,-73.9630044,132
40.78018015,-73.96208042,133
40.78033606,-73.96226763,134
40.77885653,-73.96408832,135
40.77900475,-73.96359969,136
40.7789394,-73.96444027,137
40.78004834,-73.9629055,138
40.77881928,-73.96375907,139
40.77810545,-73.96376293,141
40.78081342,-73.96330809,142
40.77858541,-73.96433701,143
40.78066247,-73.96325497,144
40.77929233,-73.96354862,145
40.77982884,-73.96276606,146
40.78023962,-73.96204374,147
40.77836176,-73.96369135,149
40.78018202,-73.96200119,150
40.77874876,-73.96421933,318
40.77887091,-73.96374518,692
40.77897861,-73.96402104,11797
40.78011187,-73.96341711,1009
40.77922165,-73.96360909,1010
40.78009563,-73.96262406,1063
40.78028318,-73.9634417,1065
40.78044819,-73.96265048,1066
40.78046651,-73.96269362,1554
40.77864775,-73.96355744,1866
40.77992897,-73.96344294,2478
40.78037487,-73.96311947,2556
40.77917,-73.96372465,2729
40.77974444,-73.9633837,3164
40.77855006,-73.9636565,3168
40.7789162,-73.96389215,3171
40.77916413,-73.96380065,3173
40.78035943,-73.9629009,3175
40.7782265,-73.96395309,3182
40.78036991,-73.96266806,3577
40.78046598,-73.96319133,4385
40.77965288,-73.96323589,4404
40.77876641,-73.9647397,4406
40.77962045,-73.96336256,4407
40.77829506,-73.96389872,4408
40.77933179,-73.96349789,4460
40.78016238,-73.96321816,84130
40.78033824,-73.96291317,92879
40.77934095,-73.96356955,93103
40.77993231,-73.96247879,100096
40.77818299,-73.96369592,154420
40.78013253,-73.96211181,56609
40.77876193,-73.9642222,56615
40.78057308,-73.96288977,47772
40.78017486,-73.9633118,65317
40.78017541,-73.96225977,65333
40.77863736,-73.96423648,43866
40.77846725,-73.96370763,43872
40.7788307,-73.96459504,43874
40.77879169,-73.964631,43875
40.77923779,-73.96368611,43886
40.78032922,-73.96221397,43904
40.7799108,-73.96307603,43913
40.78044447,-73.96277576,43922
40.77889745,-73.96344405,43931
40.77825444,-73.96397629,43940
40.77894317,-73.96411209,43949
40.78017029,-73.9626004,43957
40.78018391,-73.96242383,43966
40.78044927,-73.96277078,43975
40.77876958,-73.96394259,43986
40.77848824,-73.96345192,43994
40.77928055,-73.96381452,44004
40.77839547,-73.9638375,44017
40.78041643,-73.96232498,44030
40.77812992,-73.96356551,44043
40.77877346,-73.96481752,44058
40.77820842,-73.96379408,44075
40.77910341,-73.96346564,44149
40.77884326,-73.96392465,44170
40.78014396,-73.96264477,44191
40.78018502,-73.96223512,44213
40.77876116,-73.96344744,44235
40.77981767,-73.96278274,44258
40.78046485,-73.96255431,44280
40.77905755,-73.96422557,44303
40.77974663,-73.96319868,44338
40.77860643,-73.96469052,44354
40.78027373,-73.96225169,44363
40.78033452,-73.96193532,44387
40.78034706,-73.9629822,44413
40.77832448,-73.96399306,44501
40.77840535,-73.9637681,44528
40.78016165,-73.96241224,45013
40.77978559,-73.96342725,45046
40.78074733,-73.9633548,45073
40.779148,-73.96385194,45102
40.77938813,-73.96362162,45127
40.78060626,-73.9631433,45130
40.77881541,-73.96356365,45159
40.77808434,-73.96353721,45189
40.78011645,-73.96214051,45218
40.78032286,-73.96316131,45257
40.77909828,-73.96361357,45285
40.77840844,-73.96346605,45314
40.78074554,-73.963235,45992
40.77836257,-73.96377376,47984
40.78043174,-73.96233397,50088
40.77851862,-73.96446731,50344
40.77914818,-73.96393207,50364
40.77915146,-73.96409637,50435
40.78005148,-73.9627189,50472
40.78046632,-73.96247397,50491
40.78037012,-73.96299262,50511
40.77938646,-73.96359712,50531
40.78027104,-73.96293315,50551
40.78013276,-73.96262176,50572
40.77878848,-73.96386196,50594
40.77923929,-73.96381778,50617
40.77824676,-73.9636029,50640
40.77904497,-73.96350973,50663
40.77917692,-73.96402551,50686
40.78049597,-73.96319865,50709
40.77935603,-73.96352266,50731
40.77981095,-73.96314665,50778
40.78018209,-73.96270447,51761
40.77905635,-73.96362271,51782
40.78043229,-73.96260281,54503
40.77891209,-73.96414729,83694
40.78018949,-73.96222142,83695
40.78006928,-73.96345955,83696
40.78049712,-73.96256651,83697
40.78025443,-73.96341765,24876
40.77999224,-73.96335305,79
40.77872909,-73.96413879,220
40.7802622,-73.96237295,307
40.77824813,-73.9638713,308
40.78053535,-73.96329721,335
40.78034016,-73.96196204,342
40.77963499,-73.963206,412
40.77996287,-73.96304047,791
40.77879416,-73.96403472,902
40.78002839,-73.96332737,904
40.78001609,-73.96259144,906
40.7804884,-73.96243359,908
40.77831107,-73.96353328,910
40.78033861,-73.96244005,915
40.78057872,-73.96324454,917
40.77988981,-73.96317234,84326
40.78025747,-73.96300528,84328
40.77867554,-73.96442843,87275
40.77936467,-73.96367882,87276
40.77870862,-73.96494815,4395
40.7795152,-73.96341332,68093
40.77868128,-73.96352637,71855
40.77989146,-73.9630204,60549
40.77918968,-73.96382139,64308
40.78026666,-73.96215654,64322
40.7796434,-73.96317751,66250
40.77839421,-73.9637576,66296
40.77873976,-73.9643444,66318
40.77870661,-73.96468871,66344
40.77990224,-73.96307091,66378
40.78005439,-73.96287801,66472
40.77900086,-73.96435358,66490
40.78029422,-73.96303357,66515
40.78027606,-73.96320239,66538
40.77855497,-73.96368539,66554
40.78001094,-73.96318064,66589
40.77970919,-73.96345137,72780
40.77875064,-73.96469145,44139
40.77862135,-73.9637229,44160
40.78021392,-73.96329347,44181
40.78076843,-73.96333882,45156
40.77810607,-73.96346181,44000
40.77879478,-73.96433513,44012
40.77908715,-73.96369132,44024
40.77861354,-73.96406219,44039
40.77907247,-73.96355033,44052
40.77894221,-73.96430636,44066
40.77878465,-73.96379148,44083
40.78016195,-73.96201586,44098
40.7801784,-73.96286131,44116
40.78021592,-73.96223656,44133
40.77997076,-73.96241624,44153
40.78051961,-73.96339975,44167
40.77919979,-73.96372712,44174
40.77875362,-73.96450491,44188
40.77926288,-73.96351703,44195
40.77845135,-73.96440575,44209
40.78082118,-73.96336734,44218
40.78046094,-73.96283538,44240
40.780329,-73.9630454,44254
40.7793037,-73.96354387,44276
40.78029331,-73.96273675,44286
40.77879577,-73.96451611,44309
40.7803437,-73.9631351,44316
40.78045537,-73.96267067,44334
40.77995768,-73.9627606,44344
40.78024458,-73.96210484,44352
40.77834743,-73.9640707,44359
40.7797181,-73.96302064,44369
40.77895879,-73.96431965,44383
40.77924273,-73.96379961,44395
40.78047726,-73.96265981,44420
40.77891483,-73.96374308,44434
40.78012682,-73.96254709,44445
40.77882715,-73.96476297,44459
40.77873591,-73.96429728,44469
40.78048615,-73.96276768,44494
40.77891759,-73.96422112,44520
40.78026453,-73.9622266,44584
40.77896185,-73.96443962,44610
40.78027716,-73.96179075,44636
40.77918213,-73.96404324,44663
40.77903338,-73.96355089,44690
40.77886135,-73.96458304,44717
40.77894933,-73.96367668,44747
40.7783028,-73.96410402,44802
40.77847314,-73.96445928,44841
40.78025631,-73.96338029,45506
40.78024892,-73.96249297,45531
40.77909458,-73.96420655,47911
40.779858,-73.96300225,48461
40.78029834,-73.96312524,48465
40.78054459,-73.96251216,48481
40.78046472,-73.96247464,48501
40.77882343,-73.96377776,48540
40.77837148,-73.96381434,48559
40.7803401,-73.96206301,48577
40.77840196,-73.96436476,48594
40.77888684,-73.96380311,48612
40.77811459,-73.96360108,48630
40.77873603,-73.96398077,48648
40.77981605,-73.96291415,48666
40.77818342,-73.96349938,48684
40.77882459,-73.96469523,48803
40.78015083,-73.96284714,48889
40.7787987,-73.9640028,49463
40.77875714,-73.96362458,49790
40.78068953,-73.96293474,49803
40.78045921,-73.9629818,49814
40.77852507,-73.96369907,49825
40.78016575,-73.9628507,49836
40.78057695,-73.96323739,49847
40.78006002,-73.96301046,49870
40.78038983,-73.96291538,49893
40.77981017,-73.96342304,49905
40.77938197,-73.96353666,49915
40.7804941,-73.96250919,49927
40.77996017,-73.96335679,49939
40.77897662,-73.96407651,49950
40.77817352,-73.96373657,49962
40.7799989,-73.96264944,49974
40.77850375,-73.96359893,49986
40.78026975,-73.96229953,49998
40.77822576,-73.96363214,50010
40.78011081,-73.9632354,50023
40.78030948,-73.96279195,50036
40.77993815,-73.96260967,50050
40.78004648,-73.96315029,50064
40.7801101,-73.9634079,50078
40.78053747,-73.96324683,50095
40.77849282,-73.96362619,50122
40.77995723,-73.96259241,50137
40.78021999,-73.96250964,50139
40.77876195,-73.96439912,50154
40.77833505,-73.96373337,50156
40.78018105,-73.96252611,50170
40.78065985,-73.96346369,50172
40.77855337,-73.96435087,50187
40.77851213,-73.96386175,50189
40.77822701,-73.96350504,50205
40.78013328,-73.96235037,50206
40.78012759,-73.96343711,50208
40.78074873,-73.96334152,50209
40.78047973,-73.96282774,50210
40.77869916,-73.96381588,50211
40.77867415,-73.96383133,50212
40.78056728,-73.96326721,50213
40.77929586,-73.96347729,50215
40.78009722,-73.9623218,50216
40.78062448,-73.9630633,50217
40.77873689,-73.96421184,50219
40.77890185,-73.96356178,50236
40.7802977,-73.96327093,50253
40.77960729,-73.96333917,50270
40.78037685,-73.96267622,50286
40.78049907,-73.96293503,50289
40.77822884,-73.96357885,50307
40.77861123,-73.96380641,50326
40.77865212,-73.96481227,50347
40.78012363,-73.96333374,50417
40.78003762,-73.96337064,50454
40.7801538,-73.96345476,50475
40.77863051,-73.96381978,50494
40.77875357,-73.96449184,50514
40.77877132,-73.96364056,50535
40.77990006,-73.96328506,50555
40.77928235,-73.96365097,50576
40.77847751,-73.96384094,50598
40.7788158,-73.9639521,50621
40.77989668,-73.96299348,50644
40.77994487,-73.9632173,50667
40.77992896,-73.9628137,50690
40.77865224,-73.96467799,50713
40.78048325,-73.96283921,50735
40.7800051,-73.9625893,50758
40.78000467,-73.96295221,50782
40.78058978,-73.96270947,50817
40.78028073,-73.96192685,50867
40.77889869,-73.96372619,50889
40.77835126,-73.96346248,50912
40.77988167,-73.96306494,50935
40.77885059,-73.96446211,50958
40.77896806,-73.96393355,51434
40.78001253,-73.96308561,51455
40.7789289,-73.96424029,51474
40.78022434,-73.96284314,51493
40.77845549,-73.96445043,51557
40.78010142,-73.96283061,51726
40.77898276,-73.96437572,51775
40.77854001,-73.96417109,51797
40.77863104,-73.96352115,51820
40.77874031,-73.96360882,51843
40.77847523,-73.96416384,51865
40.78017725,-73.96239744,51887
40.78035187,-73.96306234,51910
40.77889901,-73.96466164,51932
40.77848638,-73.96356563,51953
40.77933832,-73.96373596,51973
40.77909403,-73.96413924,52004
40.78010627,-73.9633185,52023
40.77856798,-73.96406574,52041
40.78048293,-73.96287909,52074
40.77915417,-73.96397876,52135
40.77995747,-73.96250389,52155
40.7782926,-73.9636427,53646
40.78004387,-73.96342519,53652
40.78087443,-73.96346831,53653
40.7784372,-73.96396365,53654
40.78028056,-73.96324791,53655
40.77859017,-73.96381156,53656
40.77905651,-73.96402391,53657
40.78052788,-73.96325011,53664
40.77831644,-73.96396842,53670
40.78052678,-73.96298421,53672
40.77910456,-73.96392944,53673
40.78031259,-73.96236703,53674
40.77883836,-73.96468113,53675
40.78001502,-73.96254899,53676
40.78032957,-73.96194325,53677
40.77858947,-73.96450772,53678
40.77886782,-73.96347367,53679
40.77837743,-73.96412772,53680
40.77914064,-73.96369792,53681
40.77834808,-73.96400293,53682
40.78036007,-73.9622765,53683
40.78048756,-73.96307175,53684
40.78065272,-73.96344546,53685
40.77882912,-73.96451013,53686
40.77883031,-73.96411615,53904
40.77870514,-73.96435107,53916
40.78024856,-73.96184626,54236
40.78078358,-73.96330409,54478
40.78038567,-73.96298283,54822
40.77926616,-73.96389037,54835
40.77842947,-73.96376034,54848
40.78027266,-73.96299083,56067
40.7789526,-73.96415275,57448
40.77997979,-73.96243962,58118
40.77860342,-73.96402885,58237
40.77905106,-73.96381767,58238
40.7788605,-73.96347218,58239
40.78034887,-73.96213897,58240
40.77891714,-73.96460889,58241
40.77969112,-73.96333326,58242
40.7784339,-73.96389845,58243
40.77912358,-73.96361513,58244
40.7787407,-73.96348253,58245
40.77889032,-73.96445623,58246
40.78056677,-73.96305241,58247
40.77867712,-73.96368647,58248
40.77831935,-73.96368825,58249
40.77810775,-73.96354421,58250
40.77856862,-73.96440324,58251
40.78075105,-73.96327126,58252
40.78024402,-73.96262452,58253
40.77882197,-73.96408978,58254
40.78017112,-73.96306204,58255
40.77984191,-73.96287516,58256
40.77832785,-73.96362035,58257
40.77850537,-73.96432974,58258
40.7785545,-73.96379191,58259
40.77979663,-73.9633987,58260
40.78008996,-73.96331225,58262
40.78020867,-73.96334476,58263
40.78043092,-73.96304602,58264
40.77992504,-73.96299549,58265
40.77819046,-73.96373723,58266
40.779071,-73.96427397,58267
40.78052108,-73.96280468,58268
40.77983406,-73.96270167,58269
40.77836863,-73.96348514,58270
40.77893764,-73.96408078,58271
40.78034468,-73.96253226,58272
40.77882934,-73.96351171,58273
40.77963697,-73.96338756,58274
40.77843672,-73.96413946,58275
40.7802881,-73.96275275,58276
40.77857686,-73.96401409,58277
40.77833189,-73.96393251,58278
40.7800821,-73.96284161,58279
40.77982323,-73.96322916,58280
40.78013671,-73.96259072,58281
40.77890219,-73.96457644,58282
40.77865455,-73.96435223,58283
40.77972257,-73.96304796,58284
40.77981277,-73.9633574,58285
40.78027591,-73.96330634,58286
40.77990648,-73.96292968,58287
40.77977186,-73.96311557,58288
40.77852512,-73.96416932,58289
40.77863065,-73.96418329,58290
40.78031604,-73.96206304,58291
40.78020824,-73.96302112,58292
40.77905886,-73.96382154,58293
40.78026484,-73.96188835,58294
40.78055009,-73.96332269,58295
40.77876705,-73.96357152,58296
40.78004839,-73.9626246,58297
40.77884398,-73.96479694,58298
40.78012919,-73.96258483,58299
40.78012888,-73.96237078,58300
40.77857113,-73.96437965,58301
40.78012028,-73.96314827,58302
40.78009549,-73.96304699,58303
40.77834061,-73.96357507,58304
40.77860151,-73.96452624,58305
40.77818263,-73.9635074,58306
40.77880878,-73.96399907,58308
40.77886972,-73.96463253,58309
40.7803835,-73.96276063,58311
40.77976744,-73.96324165,58313
40.77853482,-73.96412373,58314
40.77891763,-73.96445246,58315
40.77827412,-73.96354632,58316
40.77894245,-73.96358906,58317
40.77823659,-73.96403149,58319
40.78040105,-73.96286089,58320
40.77861965,-73.96474863,58322
40.77997785,-73.96244986,58323
40.77999438,-73.96254223,58324
40.78021968,-73.96217667,58325
40.77873584,-73.96458639,58326
40.77998443,-73.96244988,58327
40.77970971,-73.96324199,58328
40.78041428,-73.96343755,58329
40.77876132,-73.96489547,58334
40.78039666,-73.96279228,91421
40.78043241,-73.96305536,91422
40.78035402,-73.96207015,91423
40.77810887,-73.96360465,91424
40.77982752,-73.96307062,70279
40.78034968,-73.96289466,72485
40.78052463,-73.96296288,72511
40.77852391,-73.96456719,72535
40.78037209,-73.96333322,72549
40.78027361,-73.96324263,72562
40.77889314,-73.96460899,72865
40.77896836,-73.96423954,72866
40.78049641,-73.96296711,72867
40.78043102,-73.96318892,72868
40.78036773,-73.96225694,72869
40.7784932,-73.96434442,72870
40.78044218,-73.96299746,72871
40.7796591,-73.96320027,72872
40.780202,-73.96248906,72873
40.77907076,-73.96371357,72874
40.77907367,-73.96387274,72875
40.78070481,-73.96320367,72899
40.77842399,-73.96394144,72922
40.78032351,-73.96196085,72956
40.78041641,-73.96275668,72967
40.77893135,-73.96417532,72979
40.78038936,-73.96289354,72991
40.78020454,-73.96345006,73002
40.77837835,-73.96367951,73024
40.78006599,-73.96281636,73036
40.78056972,-73.96341407,73047
40.78005885,-73.96256097,73048
40.77911062,-73.96416461,73049
40.77893623,-73.96353553,73050
40.77918761,-73.96357568,73051
40.77902569,-73.96345976,73052
40.78009694,-73.9627829,73053
40.78005218,-73.96323524,73054
40.78063729,-73.9633124,73055
40.77934303,-73.96348297,73056
40.77884024,-73.96406729,73057
40.7793098,-73.96360673,75030
40.77830031,-73.96370607,75035
40.78018878,-73.96224006,75049
40.77813077,-73.96365592,76324
40.77826505,-73.96354668,76934
40.78018415,-73.96242391,76937
40.77877336,-73.96431247,76940
40.78011275,-73.96279621,77222
40.78045392,-73.96227151,77223
40.78041814,-73.96254269,77224
40.78075245,-73.96345585,77559
40.78010675,-73.96277067,77560
40.7799562,-73.96255144,77561
40.78065863,-73.9634632,77562
40.77870384,-73.96346587,77829
40.77890441,-73.96399517,6941
40.77823235,-73.96391286,76943
40.7784598,-73.96400079,38444
40.78005385,-73.96240747,38446
40.78046582,-73.96325624,38448
40.78028442,-73.96202808,78301
40.78059441,-73.96312202,78659
40.77805881,-73.96355354,78751
40.7802486,-73.96302418,79275
40.77906946,-73.96392606,79743
40.77873799,-73.96440533,49525
40.77858367,-73.96460408,35069
40.77833848,-73.96350598,44214
40.78045227,-73.96294699,127184
40.78024805,-73.96287793,127185
40.77915767,-73.96347796,70240
40.77924872,-73.96366399,6121
40.77848555,-73.96384266,6129
40.78002812,-73.96327733,6137
40.78052212,-73.96263048,6140
40.77862613,-73.96479676,6144
40.77870249,-73.96466336,6148
40.77983656,-73.96334559,6152
40.77857251,-73.96451785,6156
40.78053274,-73.96273177,6160
40.77914313,-73.9637489,6164
40.77881723,-73.96424547,6168
40.7800308,-73.96277283,6176
40.7805208,-73.96295553,6180
40.77996371,-73.96299414,6184
40.77885832,-73.96369688,7611
40.77903063,-73.96431085,7616
40.77878658,-73.96371509,7620
40.7800331,-73.96230622,7623
40.78043948,-73.96326512,7626
40.78038054,-73.96332596,7631
40.78047535,-73.96330195,7636
40.77866377,-73.96415734,7641
40.780584,-73.96263684,7645
40.7802827,-73.96320417,7649
40.77830785,-73.96373997,7653
40.77905515,-73.96392411,7657
40.78065006,-73.96288607,7661
40.78038997,-73.96341299,8863
40.77888122,-73.96423813,8865
40.77858638,-73.96352343,8867
40.78022944,-73.96276713,48378
40.77854239,-73.96427289,53693
40.7791408,-73.96379368,177171
40.78043029,-73.96245523,6828
40.78017415,-73.96203551,6833
40.77978608,-73.96341939,38091
40.77912766,-73.96386891,38093
40.78003902,-73.96311186,34424
40.78021885,-73.96330226,2613
40.7793299,-73.96372793,3162
40.7792087,-73.96380163,3480
40.77865869,-73.96444601,3486
40.77830957,-73.96413224,3491
40.78011478,-73.96322933,3496
40.78058364,-73.96322604,3497
40.78024926,-73.96299156,3500
40.78059093,-73.9632208,3503
40.77834281,-73.96348557,3504
40.77869449,-73.96423439,3579
40.77888279,-73.96381984,3587
40.77895566,-73.96344643,3657
40.77905965,-73.96362924,3669
40.78025596,-73.96252952,3670
40.77975575,-73.96332274,3671
40.77857092,-73.96458672,3673
40.78040893,-73.96259798,3675
40.78042743,-73.96255031,3679
40.77890909,-73.96352027,3681
40.77907713,-73.96389762,3733
40.77964308,-73.96325317,3735
40.78012188,-73.96264423,3738
40.78070986,-73.9630609,3740
40.77988497,-73.96324011,3743
40.78013062,-73.96244295,3746
40.78041002,-73.96252013,3749
40.77825815,-73.96359088,3752
40.78000728,-73.96339278,3755
40.78040283,-73.96345784,3759
40.78003245,-73.96281986,3763
40.78028735,-73.96214289,3767
40.78028154,-73.96202481,3775
40.78031552,-73.96198038,3781
40.7798428,-73.96311512,3782
